Date
2020;09;01;2020.668;   0;  0.0;  41;1
2020;09;02;2020.671;   0;  0.0;  49;1
2020;09;03;2020.673;   0;  0.0;  40;1
2020;09;04;2020.676;   0;  1.5;  49;1
2020;09;05;2020.679;   0;  0.0;  50;1
2020;09;06;2020.682;   0;  0.0;  44;1
2020;09;07;2020.684;   0;  0.0;  38;1
2020;09;08;2020.687;   0;  0.0;  40;1
2020;09;09;2020.690;   0;  0.0;  41;1
2020;09;10;2020.693;   0;  0.0;  45;1
2020;09;11;2020.695;   0;  0.0;  49;1
2020;09;12;2020.698;   0;  0.0;  43;1
2020;09;13;2020.701;   0;  1.8;  41;1
2020;09;14;2020.704;   2;  4.1;  51;1
2020;09;15;2020.706;   0;  0.0;  44;1
2020;09;16;2020.709;   0;  0.0;  40;1
2020;09;17;2020.712;   0;  0.0;  39;1
2020;09;18;2020.714;   0;  1.5;  46;1
2020;09;19;2020.717;   0;  0.0;  47;1
2020;09;20;2020.720;   0;  0.0;  39;1
2020;09;21;2020.723;   0;  0.0;  47;1
2020;09;22;2020.725;   0;  2.7;  42;1
2020;09;23;2020.728;   7;  4.8;  39;1
2020;09;24;2020.731;   5;  7.6;  42;1
2020;09;25;2020.734;   4;  5.2;  32;1
2020;09;26;2020.736;   0;  0.0;  32;1
2020;09;27;2020.739;   0;  1.7;  32;1
2020;09;28;2020.742;   0;  0.0;  29;1
2020;09;29;2020.745;   0;  0.0;  38;1
2020;09;30;2020.747;   0;  0.0;  35;1
2020;10;01;2020.750;   0;  0.0;  47;1
2020;10;02;2020.753;   0;  0.0;  31;1
2020;10;03;2020.755;   0;  0.0;  35;1
2020;10;04;2020.758;   0;  2.7;  41;1
2020;10;05;2020.761;   0;  0.0;  39;1
2020;10;06;2020.764;   0;  0.0;  43;1
2020;10;07;2020.766;   0;  1.6;  38;1
2020;10;08;2020.769;   6;  7.4;  35;1
2020;10;09;2020.772;  20;  8.3;  45;1
2020;10;10;2020.775;  18;  6.7;  42;1
2020;10;11;2020.777;  20;  8.6;  44;1
2020;10;12;2020.780;  14;  8.4;  44;1
2020;10;13;2020.783;   0;  0.0;  36;1
2020;10;14;2020.786;   4;  5.3;  37;1
2020;10;15;2020.788;  13;  3.8;  37;1
2020;10;16;2020.791;  13;  2.6;  40;1
2020;10;17;2020.794;  14;  4.3;  40;1
2020;10;18;2020.796;  21;  9.5;  22;1
2020;10;19;2020.799;  17;  4.8;  46;1
2020;10;20;2020.802;  14;  3.2;  33;1
2020;10;21;2020.805;  14;  4.4;  41;1
2020;10;22;2020.807;  12;  2.3;  46;1
2020;10;23;2020.810;  17;  5.7;  41;1
2020;10;24;2020.813;  18;  4.7;  39;1
2020;10;25;2020.816;  19;  8.7;  33;1
2020;10;26;2020.818;  22;  7.2;  49;1
2020;10;27;2020.821;  41; 10.0;  31;1
2020;10;28;2020.824;  35; 26.0;  44;1
2020;10;29;2020.827;  42;  8.6;  34;1
2020;10;30;2020.829;  34;  6.8;  36;1
2020;10;31;2020.832;  26;  6.8;  46;1
2020;11;01;2020.835;   5;  8.7;  33;1
2020;11;02;2020.837;   9;  6.5;  42;1
2020;11;03;2020.840;  16;  4.0;  40;1
2020;11;04;2020.843;  26;  7.5;  46;1
2020;11;05;2020.846;  31;  8.3;  47;1
2020;11;06;2020.848;  41;  6.5;  50;1
2020;11;07;2020.851;  38;  8.2;  47;1
2020;11;08;2020.854;  44;  7.7;  38;1
2020;11;09;2020.857;  29;  3.4;  43;1
2020;11;10;2020.859;  29;  6.4;  44;1
2020;11;11;2020.862;  29;  6.6;  33;1
2020;11;12;2020.865;  32;  6.0;  42;1
2020;11;13;2020.867;  26;  4.3;  39;1
2020;11;14;2020.870;  20;  6.3;  40;1
2020;11;15;2020.873;   5;  8.0;  33;1
2020;11;16;2020.876;   0;  0.0;  34;1
2020;11;17;2020.878;  10;  4.9;  40;1
2020;11;18;2020.881;  13;  3.1;  58;1
